Temperatura Media (C),Temperatura Minima (C),Temperatura Maxima (C),Precipitacao (mm),Final de Semana,Consumo de cerveja (litros)
27.01029453231143,23.760817489728684,31.970036272768944,0.0,0,30226
26.781784200194902,24.431500167388208,33.97260555619459,0.0,0,31215
24.97770858851274,22.397470850280772,29.66846878163443,0.0,1,28867
24.19262828008238,21.60314249083734,28.893456583463916,1.1862224004623465,1,28617
23.585216700552138,21.302205767532104,28.124150419922557,0.0,0,27990
23.939472083038424,20.247274899496645,30.309221081171792,12.190704128013078,0,28862
23.872143438471532,19.687622085913517,34.108822535406865,0.0,0,30243
24.904109788873875,19.781990301438913,33.12599414994076,47.74473221192127,0,30967
28.599578325252963,22.02476602605347,34.07094640564775,4.329467996412749,0,32146
26.976083583824543,22.091887709768205,34.46031348803376,0.0,1,32320
27.839819843091732,22.42402284318862,34.69958363247077,3.3337326886567906,1,33268
26.45552197705543,21.629623987195792,35.39703785978751,0.0,0,33930
25.340369992164092,21.3374959576488,34.56975471142259,0.8012967344684707,0,32544
25.704066856491934,20.99016432183131,34.30738208276209,1.60665065551893,0,32845
25.673259180918887,21.31908606708465,32.572560427377105,2.995748457133685,0,31379
26.432557220847247,22.238707534801204,33.18564612479468,1.9926848656190495,0,32440
28.18047669271536,22.171516624561896,35.6869313677415,0.0,1,34317
28.201380780309485,23.39500493793749,35.60730104878982,0.0,1,33640
28.066322139459256,22.95806917979328,36.77693572753883,3.6760603849877964,0,33982
27.89694470361571,23.60645013449742,35.60849573394349,0.6002263373800935,0,32619
25.409232586765345,22.972211696389728,30.807946330885837,0.0,0,29726
21.609408553122943,19.431463788380213,26.09216388012199,31.532653544849932,0,26657
21.164127761864357,18.308156127638135,26.33328659027853,3.6283076520584974,0,27311
23.28721841943126,19.0917007448966,29.20512144669181,13.157892391274014,1,28449
24.212474827290894,17.99003724358707,29.96212889781802,0.0,1,29254
22.289562566794334,18.58832646337311,28.702952290745852,20.69096995549896,0,26791
23.074814287844877,20.441068417928552,28.948135951116438,1.197175440086244,0,29735
25.399918518581966,20.36627213009108,29.87014623321244,4.89296494031473,0,29062
24.814382609894107,21.599059532175467,29.728023335592162,0.0,0,29396
22.816909888266174,21.32172215866563,26.857891122594637,0.0,0,28276
21.435419188186536,18.5327875768746,24.242242875867518,0.2017667032755176,1,26028
24.035949999928935,21.10424736724014,27.952111005947035,0.0,1,29184
22.20454566278023,20.736746893682028,26.15109002140563,4.528876979205624,0,25954
23.19962997889984,18.00404645330767,30.77757795065805,1.6035663866080616,0,31313
22.214168068322184,19.64540137250362,23.574231947131835,3.223034495389804,0,26032
20.361599692659542,19.312117483395923,23.160105035386678,5.524718801082564,0,25088
21.062603254379248,17.810119601919652,25.39158598092205,18.37319836253167,0,27378
21.523121442964797,17.188060758382292,28.560907117580292,16.69030756583973,1,27678
22.618898546097988,17.319090426403402,29.861827749953942,10.464858778359613,1,29098
23.902246398643562,19.52353697507762,31.176211379797923,0.0,0,30912
23.823531761149386,20.32754232480935,29.36406091366325,31.39502230684547,0,27660
25.399030233125817,19.82792396432306,30.14066064084051,2.176202606210976,0,29758
28.05430474359782,23.088224575114488,32.53805370119668,0.0,0,31298
25.74740937271965,22.486532760518436,32.68220927857103,0.0,0,32275
24.0798356759408,21.26511133612188,31.676200142672005,0.0,1,29302
23.05535425844293,20.310712933698845,27.526134930088684,17.501397880674507,1,29083
21.738305311415804,18.8692115523773,27.49610899344332,22.718507373385545,0,27307
22.576539043156224,20.0890535438154,28.282043738860267,85.27237024090543,0,28212
22.408618008009594,20.07854168918858,26.249137313274936,13.547960573210739,0,26082
23.881637908681896,19.85327492057123,28.562540388206678,2.3858373491482214,0,27582
24.37145949726843,21.879830375129984,28.461289939519208,0.0,0,28578
25.31471108660856,21.76507121964368,30.739150697606487,0.0,1,29131
24.493025469691393,20.80765095260163,30.803802400887253,0.0,1,30425
25.3421698821868,20.94568650833201,31.050081648942072,0.0,0,29433
24.29089890034906,20.50526326299989,31.58623782148035,0.0,0,29317
22.080075389495207,19.25817820196721,29.135011677298273,1.997710899793634,0,28226
24.247041451415104,19.310605344683786,30.444567219977483,34.57531986254296,0,29888
24.629293763657003,20.741490797035294,31.298884894607625,0.5984956865236662,0,29820
22.437284541044402,19.785452517076244,27.52038817938375,0.0,1,27858
21.335928373133584,18.282724800680125,26.313558850154465,2.98037178942047,1,27557
21.904143827843125,17.20884043094254,28.8650868833462,0.0,0,29172
22.952884052132116,19.436061242786913,29.626496949261007,0.0,0,28706
23.156685151962883,18.869356578244297,30.84507296239729,0.0,0,28934
24.557910059523362,19.72667891909337,31.57497152304779,0.0,0,30226
22.326040534633233,19.733311399270523,28.44224503690944,0.0,0,28511
21.94905928040913,19.353495526965023,26.69933513395534,38.130772646381494,1,26485
22.28235938593658,19.710364578954543,23.9050534618051,68.97741934273976,1,25379
21.48866256638744,19.529520600899918,23.4250784673873,77.15305342166631,0,25012
22.841631289521104,21.351925786092306,27.734407281207368,9.772556219485383,0,27686
22.86509102176941,20.374702514922376,28.065527981866765,9.566648719834344,0,27498
22.631804421667354,19.511903586423696,26.867955365930307,1.206632742010797,0,27753
22.722977899508493,20.040672904939143,26.797799462026514,0.0,0,26091
23.10589952391337,20.014296502372567,28.359047814427228,12.130826203015168,1,27326
22.154518485051195,19.070671888465526,27.06129138230835,0.2968682530760327,1,27312
21.699680679565095,18.698211474423182,28.766251577696437,22.26713294235627,0,28333
22.07752186028572,18.658397518364858,25.744230102441662,24.204755323023047,0,25653
21.20643629101417,19.711478084288544,24.719835165003246,0.0,0,25467
21.902083058354425,19.226448708917207,27.268681523671816,3.2030738284517586,0,27192
21.503052676370004,18.9854133115614,27.874402260457366,7.328556205834522,0,27561
20.843891566039023,18.445581799553572,25.37130289497791,14.455834192315967,1,26644
19.732337029935053,18.056108080633877,22.50800330669424,1.7139299040547016,1,24237
19.92896008458898,17.391958904337834,23.587243259599646,19.108912397689757,0,26279
21.08358302549376,17.871635137779272,26.048602879348657,0.0,0,27025
21.43512556133643,16.89405325180068,27.92071397407907,0.0,0,27259
22.671313232905074,18.069516769599183,29.54438155940643,0.0,0,28926
23.698899871304633,17.827712490994532,30.63169399827522,0.0,0,29651
23.859498370548636,19.080271912727635,29.93841444052884,0.0,1,30206
22.239058945460208,20.683635004762635,26.62751960586173,0.0,1,26868
22.202101778685726,19.11233805898917,25.75516655930504,18.79932352221937,0,27194
22.96108264996256,20.134578258492873,28.66788388844285,0.9818955429564169,0,28383
22.634653276550278,19.301555625015915,26.985282091240155,0.0,0,28367
21.200561385963727,18.074040319493637,25.872164474017055,0.0,0,27487
20.7650503886193,16.260207988204325,27.23045291367287,0.0,0,27514
22.332199181258183,17.89640307584073,29.688188728004462,0.0,1,28946
22.864711697106113,19.781572515886758,26.252067206000536,0.0,1,27449
21.54467395719466,18.28515761212632,28.135040577399167,0.0,0,27832
17.320282129793213,15.919427864134299,19.856499915554355,7.070294660057269,0,23991
18.387879415661065,14.812323908881515,24.24216315134019,0.4032470363939174,0,25522
19.520512326533865,15.939011436823012,25.323628359593666,0.0,0,25886
20.690133254474034,17.10388040401257,25.7526442423148,0.0,0,26164
21.7220446162166,16.883579341753975,28.995693014388657,0.0,1,27834
20.000723826188242,16.55076079674333,25.247213041039394,0.0,1,26738
20.780926231295627,18.220041994686426,25.61103634836088,0.0,0,25832
21.51646730354448,17.888724785933444,29.164256595950413,0.0,0,29343
22.165197794312064,18.726556431155963,27.003536927129385,0.0,0,26405
21.342381617245355,18.260863011304764,26.851304603161278,25.236823623354056,0,27393
21.525036953991883,18.555175460114192,27.32979749405604,37.14890468886594,0,28465
23.71089409857154,18.038277598294233,29.322921042606556,0.0,1,27473
22.262660474778322,20.512927454179835,27.349671555295714,0.0,1,29136
23.86751369564174,19.919175056385882,29.71418349674926,20.55810356446439,0,28827
22.55556659015757,18.861276717386623,29.565043700689333,0.0,0,28966
