Temperatura Media (C),Temperatura Minima (C),Temperatura Maxima (C),Precipitacao (mm),Final de Semana,Consumo de cerveja (litros)
27.383187762772963,24.25406787589049,32.64553945793488,0.0,0,34305
26.738996294493816,24.31782088394092,33.519521900863374,0.0,0,33176
25.006261986799164,22.215815996126967,30.064072906840373,0.0,1,34344
24.205547418990612,21.543495831243707,28.546326096594463,1.211683962136129,1,34567
23.355263418062655,21.17732089000192,28.37871467458666,0.0,0,31813
23.47034171326814,20.102296637167694,30.548226320896056,12.33787211660135,0,31329
24.030681696760148,19.759147315135213,33.96210761012162,0.0,0,32362
24.821255594506447,19.667074826600473,33.06469871647778,48.890796664878394,0,29657
28.19526207358379,22.084358594648922,33.449243521906794,4.422865065227246,0,32656
26.531725444981312,22.222459746792623,33.43143415407343,0.0,1,35265
27.862889720657115,22.71673898827683,35.148607398382715,3.423824587333226,1,37548
26.161914786437357,21.356095398582667,35.820454683014724,0.0,0,35461
25.536851034017623,20.775253274081898,34.44482318920936,0.7936432043589996,0,33835
26.2526318173289,21.64170617900315,33.36765596177449,1.6208570410849295,0,31708
25.980897915906375,21.401594622344284,32.832483421290355,3.025206604880826,0,33025
26.27228749733594,22.324057339088494,33.00438410001663,2.0297479657937174,0,33224
28.966421476286207,22.288101150669313,36.44353883903148,0.0,1,40047
27.989019777005726,23.02507126739221,35.783801935668116,0.0,1,36746
28.46789867502891,22.415876082397904,36.36432340574622,3.6911038237083975,0,34742
27.666180507839005,22.92690224065131,35.28204549871579,0.6006121877834435,0,35981
25.27319284955034,22.519731062164226,30.903538449126234,0.0,0,32776
21.591965917046583,19.284410228355263,26.021891912285948,31.351440948414577,0,28610
21.297222697657016,18.59697475092036,25.83506727660478,3.586994264699876,0,29506
23.084272783745696,19.052492094072427,30.002334161353804,13.04576448133438,1,34229
24.295488011392198,17.844289375015485,30.535550520621637,0.0,1,35695
22.321122084690636,18.463390450476428,29.02604597218041,20.893665993833114,0,29382
23.725624967790594,20.51114248500503,28.43571593582878,1.2000373026022275,0,31762
25.773846035728695,20.005173017238697,30.155650777964887,4.863259146424059,0,30875
25.103183152898996,21.59876794091907,29.38677091157339,0.0,0,32038
22.898227188685798,21.046708307880245,27.01904477291089,0.0,0,30530
22.103452540828368,18.525574664930854,24.60366865989164,0.19945968974132583,1,31759
24.061810132041476,20.75658741558743,28.177903920001157,0.0,1,34065
22.36484783450472,20.747446754441818,26.69610377262065,4.495569929896146,0,29429
22.97153023613779,18.095411647008262,31.298077854128756,1.5960976622371628,0,31176
22.2562546482737,19.759770020688894,23.7807675636965,3.132881569356476,0,28524
20.508955580963796,19.065694219958193,22.49155305129545,5.549924388289149,0,26938
21.036002665417882,17.935222921301595,25.42123975366228,18.35159448990003,0,28716
21.67634179413599,17.441951426247215,28.5403729078103,16.5854626030785,1,32002
22.572348075308675,17.0326702595496,29.122446917496195,10.543697589711291,1,34206
24.156142269077932,19.400585280356296,31.21631770212535,0.0,0,31373
24.097786397751864,20.04656640282501,29.501408648856856,32.61487904828048,0,29536
25.51785255329586,19.8766091087017,30.813203062489862,2.2013575019491083,0,31819
27.475920014963947,23.29161889870756,32.783454787311875,0.0,0,34669
25.59929400191124,22.051561416512815,32.5335506638258,0.0,0,33398
24.348377988783025,20.826444338776227,31.603808805070177,0.0,1,35342
22.950079688650945,19.703562920511434,27.655972048423788,17.699070330530674,1,33166
21.78822861603681,18.361280169468518,27.00148231586388,22.173448365027472,0,27364
22.81089034690112,19.56638190528943,28.111157565259674,83.5926814799938,0,26593
22.370854593714576,20.04913734604582,26.415941885104044,13.32721510863848,0,30972
23.936164913421745,19.843308070789867,28.128744146702175,2.4003486691665015,0,31025
24.791470315356165,21.74292044778138,28.18556241446772,0.0,0,31287
25.35908463291131,21.63309254429611,31.075204105640534,0.0,1,35940
24.083871117627275,20.67084797098261,31.353648839326553,0.0,1,36075
25.318803511045246,20.685688447511687,31.680782985153208,0.0,0,31138
24.18569944500685,20.777485107361727,31.903651095070174,0.0,0,31253
22.097913566550677,19.317780445077783,29.37289468177172,2.003681156625431,0,31237
24.033690717454373,19.039219541025126,30.313396350565572,34.73115420493547,0,29624
25.008353539088155,20.278742328151456,31.336285008774198,0.6016358715805928,0,33556
22.206053830084713,19.408334307024692,27.400167666323444,0.0,1,33149
21.46585597818615,18.038359638620474,26.260273356189376,3.0209345051700005,1,31099
21.787076058609937,17.1384211296512,28.982139309057466,0.0,0,29936
23.082440627055295,19.65669907877883,29.131156916017673,0.0,0,29069
23.718539925816863,19.225225498090367,30.655922653436996,0.0,0,31819
24.563155493317936,19.427710241470724,31.723639632538905,0.0,0,32451
22.760737207033188,19.476208528842424,27.990788359260097,0.0,0,30409
22.093901713955827,19.198134475803435,26.5673658864263,37.746539097124995,1,32022
22.122583033960847,19.793515326427247,24.64295113815958,68.94862363188238,1,29793
21.261241657086845,19.674175929814517,23.546799131162846,76.80395170928016,0,24694
23.318364023746657,20.81184796492032,27.175950110736128,9.553789412166013,0,28349
22.836229570467086,20.28658769530527,28.11093461113931,9.406409986930472,0,30835
21.97603222442498,19.08383986314072,26.672682806776297,1.189669899857717,0,30449
22.086823636391625,19.89321995232529,26.31173611192276,0.0,0,30190
22.66962931696283,19.68711927015335,27.996144768425353,12.41981251762515,1,33897
22.18977309228707,18.97503189415268,26.901647049209863,0.29876475174694606,1,32252
21.95121972134667,18.679587621969254,29.778475346811888,22.318557342971275,0,31793
22.071354389611656,18.56480055258583,25.881594790487572,23.921892632680432,0,27803
21.14925153791812,19.764746414449647,24.06813289377599,0.0,0,29456
21.814529944716508,19.269488995954337,26.762820206828707,3.1962598340349277,0,28558
21.775377761254536,19.149605052894824,28.110011939642927,7.3261589532399425,0,29489
20.815408442506413,18.43658456209009,25.354959492287062,14.687526971845685,1,32784
19.78998472179881,17.832688735150924,22.753925020051216,1.6727965005662608,1,30767
19.748409122915948,17.28249503323381,23.165350672817905,19.05370090400443,0,27935
20.903831302990646,17.342321058055077,26.366508706337086,0.0,0,29917
21.47769731005396,17.29059530802273,27.75939579014644,0.0,0,30315
22.70519604944364,18.370158011712395,29.61283630704984,0.0,0,32477
23.433561982519198,17.9763952445634,30.895927472965464,0.0,0,31856
23.170723135200806,19.166616195762842,29.381412188861884,0.0,1,32962
22.14276619788631,20.899957574825894,26.664931767468243,0.0,1,32452
22.60816799825383,19.394626300520216,25.970759841918696,18.717711572116958,0,29415
23.24332731413333,20.11394560816169,28.669565589683444,0.9998936132338181,0,31383
22.66984472654067,19.230756593916876,27.36765869093701,0.0,0,29227
20.89939683664063,18.39587570865888,26.576697558258115,0.0,0,29231
20.93102269480832,16.162157251658925,26.883914372536275,0.0,0,29474
22.34217500804133,17.959619596698666,28.777703592002663,0.0,1,33687
22.434950282170778,20.094801567561277,25.908472879543975,0.0,1,31750
21.05089677589043,18.558073019119647,27.70806345520174,0.0,0,29791
17.150114807372802,15.965827622242147,20.00618345560654,7.171533264740045,0,25491
18.493714292604043,14.46633357848358,24.271420562131695,0.398973383534401,0,29005
19.477556199984345,15.570395633677384,25.910832596205694,0.0,0,29907
20.274738985273334,16.810044700791767,24.818427219558753,0.0,0,28866
21.657787460751837,17.121107850990434,28.51244522033835,0.0,1,33423
20.178806276918984,16.75074381344301,26.101289617863515,0.0,1,32588
20.805612082842373,18.450638840399744,25.410160343422827,0.0,0,28672
21.860040878357356,18.60350278006294,28.690615724604513,0.0,0,29931
21.735164281005833,18.3220131434768,27.193707614679354,0.0,0,29472
21.216323975197344,18.66467377215588,26.4612096056973,25.064074552143914,0,28067
21.216505275838156,18.32509760451154,26.91190925864378,37.01913578337996,0,27226
23.280801873469628,18.148245781476703,29.71825318811956,0.0,1,34673
22.689069330927914,20.33762110683132,27.699769175732605,0.0,1,34201
23.585443098433835,19.419500025576255,29.101905746288274,20.06858614867807,0,29085
22.61783220452653,19.234523112610386,29.552467462078695,0.0,0,31365
20.107689761827853,19.101067939686793,21.60768451902868,2.382903910454095,0,27370
21.07404020939228,18.387599489937514,25.336669065648568,14.471591594215793,0,28899
22.194347771191723,19.30122343903592,28.07378307944737,0.0,0,30658
19.19383443957952,17.851995228427672,23.33053647346875,0.0,1,30008
18.93918458819425,16.13591583856267,23.78661745001635,0.807094072435238,1,30252
19.866116425090503,17.750812538656078,25.691534566162517,0.0,0,29273
20.26442724468305,17.21574147064579,27.12899581963325,0.0,0,30728
18.958891941120484,16.897570552015406,22.539450951701017,0.0,0,26036
16.181176517223875,14.691652870424273,18.881202601741588,0.0,0,26065
17.16252553477937,13.377165384123998,21.920396841841445,0.0,0,28152
19.294528487292588,14.585416087681363,26.27070595171408,0.0,1,32245
21.08628730230766,15.867987614715295,26.538962157651625,0.0,1,33273
20.23129384001799,17.747574843135745,22.30693208607297,0.988046410257019,0,27357
