Temperatura Media (C),Temperatura Minima (C),Temperatura Maxima (C),Precipitacao (mm),Final de Semana,Consumo de cerveja (litros)
28.080524458114372,23.845966702723477,33.764095454472816,0.0,0,25882
27.158717707282882,25.23927261542806,33.70940174236833,0.0,0,25709
25.243544693848207,22.83346258636403,30.183940161072126,0.0,1,31632
24.324877024903966,21.361978668635,28.204167449039176,1.1747840664184044,1,32368
24.11693586396244,21.00217830843679,28.70880716730275,0.0,0,27454
23.945477637348098,20.1785431282074,30.26793601580097,12.411400965687253,0,26235
23.88823165626452,19.64110704839594,33.50902670092115,0.0,0,26963
25.853886476403282,18.970926058133745,33.20081728564537,49.09112002548665,0,25382
27.688487540405912,21.224391741782917,32.892281655759,4.274204155024015,0,25209
26.762305450182062,21.707773610274916,35.292367056138076,0.0,1,33051
27.628222957464676,21.77165613130296,34.926942893447816,3.3585981382461156,1,32451
26.16894723913596,21.124443322019765,36.30690849981654,0.0,0,24649
25.300797161535446,21.469117312246162,34.0515078493933,0.813670154570854,0,25663
26.123416281862113,21.228036179405663,33.37224771566083,1.5684166478145258,0,25940
25.772674614933024,21.58444968015438,32.037793454630524,2.96722053848924,0,25245
25.661565165757914,21.753960679121153,32.8636946779228,2.007166870984035,0,27714
28.86551357962745,21.796877430714783,35.847244044173465,0.0,1,33021
27.63796047377136,23.674836585696585,35.2693387847074,0.0,1,33886
27.241112675673836,22.970108416012266,35.759729489193745,3.8188707251466734,0,26570
27.755773070333646,22.962348596064437,34.69818345595164,0.6144680777423034,0,26308
25.56706412439871,22.773394723416317,30.87003694950913,0.0,0,24586
21.969008308707068,20.044357575737216,25.856963701054752,30.386698621588977,0,24813
21.278665433513886,18.493488766175414,25.742113149988988,3.6763022599789132,0,25090
22.226370836717063,18.736588960465873,30.30968861784539,12.610491311171508,1,29848
23.735823739181154,18.0370980150509,29.95060459308436,0.0,1,31050
23.284137603692525,18.934842946645144,29.429004644074055,20.883202208218794,0,24986
23.105717465243643,20.438020963916877,28.39391324714013,1.1363946348648437,0,25893
25.993727953591804,20.08739541032805,30.046376217711593,4.86663040268688,0,26266
24.656531189167076,20.879317877317156,29.1676020065063,0.0,0,24863
22.836330769106013,20.49762046141407,25.98667919747925,0.0,0,25712
21.36592758125599,18.444745962283548,24.99417241684426,0.2028600232439743,1,30823
24.431336685912214,20.531909596350758,27.924313980061847,0.0,1,27993
22.541493643145586,20.46559764020796,26.895601656405468,4.382461586449115,0,24598
22.95235217684799,17.936275109012485,30.63223813462891,1.5977137471024767,0,27002
21.655403854253255,19.924283912454854,23.62186376313119,3.2020202027065547,0,22814
20.388609214502964,19.43975594039237,22.502981619155104,5.56098095268102,0,24776
20.54920284184326,17.864482198789073,26.0278872292438,18.851643141964328,0,26835
22.04689471161523,17.438089709033196,28.878748965436685,16.416030736703554,1,30436
23.955575930593596,16.9147726969096,29.716561580741722,10.465138446325128,1,31630
24.648081624605766,19.520828949309017,31.533925066322457,0.0,0,24287
24.263657629090172,20.251043579640168,29.670677952201434,31.197474926824366,0,27254
25.336545735666594,20.244595167265565,30.86532826197086,2.1419626719185856,0,25676
26.58748204674165,23.429618733649356,31.770190315037503,0.0,0,25891
24.864576108974184,22.764931030296513,31.65337400527029,0.0,0,27372
24.94395044520836,21.058467853546418,30.965542698040824,0.0,1,32545
22.538291715302847,20.09797569081779,28.001598598881444,16.799479080849665,1,30130
21.29792309359313,19.199879357097775,27.39317596019553,21.28783841843582,0,24260
22.684595903468637,19.4430826196553,27.221313037166865,86.55058942966548,0,25034
21.74802664256859,19.649893704078647,26.30034305553007,13.374214786575243,0,24266
23.3331138373905,19.97220969638424,27.648355968640296,2.454780766536498,0,22801
24.695045618416867,21.880231385575208,28.170019740728655,0.0,0,25360
24.750669154845294,21.047282418315003,30.070358302519974,0.0,1,29874
24.077790118204078,20.369496874127368,31.12575773592492,0.0,1,33682
